,stay_name,postal_code,manager,contact_number,address,latitude,longitude,description,stay_scale,capacity,room_count,room_type,reservation_info,식음료장,부대 시설,세미나,스포츠시설,사우나실,뷰티 시설,노래방,바베큐장,캠프화이어,자전거대여,휘트니스센터,공용 PC실,공용 샤워실,상세정보,환불규정,korea_tourism_certified,parking_available,parking_count,cook_available,check_in_time,check_in_additonal_info,check_in_time,check_out_time,check_out_additonal_info,check_out_time,homepage_url,pickup_additional_info,pickup_available
10,나이스호텔,63074,,,제주특별자치도 제주시 논세길 96-38(내도동),33.4830031363,126.4423833539,"나이스 호텔은 제주국제공항과 제주시외버스터미널에서 차로 20분 거리에 자리하고 있다. 주변의 관광 명소로는 제주의 야경을 즐기기에 좋은 이호테우 해변이 차로 10분, 용연 계곡과 용의 머리를 닮은 용두암이 차로 25분 거리에 있다. 또한, 제주도를 대표하는 한라산까지 차로 40분이 소요된다.제주에 자리한 이 호텔에는 공용 지역 무료 무선 인터넷 등이 완비되어 있다. 또한 24시간 리셉션, 렌터카 데스크, 물품 보관소 등도 이용하실 수 있다.각 객실에는 에어컨이 완비되어 있고 샤워 시설, 케이블/위성 채널 및 헤어드라이어도 제공하고 있다. 모든 객실에 객실 내 무선 인터넷, 생수, 객실 내 앉을 공간 등이 갖춰져 있다.",,,46.0,,,,,없음,없음,없음,없음,없음,없음,없음,없음,없음,없음,없음,,"- 이용일 7일 전 취소 : 100% 환불
- 이용일 6일전 ~1일전 취소 : 50%환불
- 이용당일 취소 : 환불 불가",False,True,,False,15:00,,15:00,11:00,,11:00,,,
11,해성파크텔,63546,,,제주특별자치도 서귀포시 천제연로 158-4(중문동),33.2523116402,126.4213570284,"비즈니스 및 레저 여행 모두를 충족시킬 수 있는 해성 파크텔은 도시에서 가장 유명한 지역 중 하나인 중문에 있다. 도심에서 단 거리에 있어 쉽게 이동할 수 있으며, 공항까지는 보통 분 정도 소요된다. 도시의 필수 관광 명소에 손쉽게 접근할 수 있는 편리한 위치를 자랑한다. 최고의 시설과 서비스 제공을 통해 투숙객이 편안함을 느끼도록 최선의 노력을 다하고 있다. 투숙객 편의와 편안함을 위해 숙소에서 Wi-Fi (무료/전 객실), 편의점, 일일 청소 서비스, 택시 서비스, 여행 가방 보관 등을 제공하고 있다. 최고 수준의 편의와 편안함이 갖춰져 있다. 일부 객실에서 거울, 금연 객실, 에어컨, 난방, 암막 커튼 등을 제공하고 있고 투숙 기간에 다양한 여가 시설 등을 이용할 수 있다. 제주도에서의 양질의 숙박을 위해 다양한 시설/서비스를 제공하고 있다.",,,29.0,,,,,없음,없음,없음,없음,없음,없음,없음,없음,없음,없음,없음,,,False,True,,True,15:00,,15:00,12:00,,12:00,,,
12,천지연크리스탈호텔,63596,,,제주특별자치도 서귀포시 천지연로 39(서귀동),33.2423732942,126.5620756071,"제주도 서귀포에 위치한 천지연 크리스탈 호텔이다. 호텔에서 천지연폭포,이중섭거리,새연교,정방폭포,외돌개,서귀포잠수함,올레 재래시장,올레길등을 차량,도보로5~10분이내에 위치해 있으며 공항버스,시외,시내버스가 근처에 있어 교통이 편리 하다.
호텔 안에 카페와 치킨&맥주 등 이용할 수 있으며, 천지연폭포 일방통행 길 앞에 있어서 방안에서 천지연 폭포 물길과, 새연교 야경 등을 볼 수 있다.",,,30.0,,,,,없음,없음,없음,없음,없음,없음,없음,없음,없음,없음,없음,,"이용 8일 전까지	결제금액에 대한 취소 수수료 없음
이용 7~5일 전까지	결제금액의 30% 차감
이용 4~2일 전까지	결제금액의 50% 차감
이용 1일 전~이용 당일	취소 불가",False,True,,False,16:00,,16:00,11:00,,11:00,,,
13,까사 데 비발디,63528,,,제주특별자치도 서귀포시 안덕면 향교로 214,33.2341421463,126.2905187855,"까사 데 비발디는 제주국제공항에서 차로 1시간 거리에 위치해 있다. 주변의 관광 명소로는 국내 최대 차 종합 전시관인 오설록 티 뮤지엄이 차로 20분, 갯깍주상절리대가 차로 30분 거리에 자리해 있으며 코발트 빛깔의 아름다운 바다가 펼쳐져 있는 협재해수욕장까지 차로 45분이 소요된다. 서귀포에 위치한 이 호텔에는 공용 지역 무료 무선 인터넷 등이 완비되어 있다. 송악산 아래 위치해 있다. 이 호텔에는 20개의 객실이 있으며 모든 객실에는 편안한 숙박을 위한 모든 시설이 갖춰져 있다. 호텔의 투숙객은 내부에 있는 레스토랑에서 간단히 식사를 먹을 수 있다.",,,20.0,,,,,없음,없음,없음,없음,없음,없음,없음,없음,없음,없음,없음,,,False,True,,False,15:00,,15:00,11:00,,11:00,,,
14,제주브릭스,63571,,,제주특별자치도 서귀포시 태평로 121(호근동),33.2446420718,126.5357833901,"제주브릭스호텔은 서귀포시외버스터미널에서 차로 약 10분, 제주 국제공항에서 차로 약 1시간 20분 거리에 있다. 주변 명소로는 천지연폭포가 차로 약 5분, 여미지식물원이 차로 약 30분 거리에 있다. 이 곳에서는 무선 인터넷과 주차장을 이용할 수 있으며 구내에는 주차장과 스파 시설이 마련되어 있다. 객실에는 TV, 냉장고, 에어컨이 완비되어 있으며 전용 욕실도 갖춰져 있다. 구내에는 카페가 마련되어 있으며 매일 아침 간단한 조식을 먹을 수 있다.",,,24.0,,홈페이지,없음,,없음,없음,없음,있음,없음,없음,없음,없음,없음,없음,없음,"객실명:스탠다드
객실크기:0평
객실수:0
기준인원:2최대인원:0
null
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:테이블:Y
드라이기:Y
객실명:디럭스
객실크기:0평
객실수:0
기준인원:3최대인원:0
null
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:테이블:Y
드라이기:Y
객실명:프리미엄
객실크기:0평
객실수:0
기준인원:4최대인원:0
null
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:Y
케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:테이블:Y
드라이기:Y
",,False,True,20,False,15:00,,15:00,11:00,,11:00,http://www.jejubricks.com,,
15,예래펜션,63536,,010-9744-7768,제주특별자치도 서귀포시 예래해안로 527(상예동),33.2539916775,126.4002560434,"발코니에서 제주 먼바다 및 한라산 정경이 수려하고 인근이 절대 개발 불가 지역으로서 자연이 잘 보호되어 있다. 중문 해변까지 차로 4분 거리, 중문 관광단지 2분 거리이며 주상절리, 자동차 박물관 등 각종 박물관과 및 올레 8코스가 통과한다. 편의시설로는 취사가 가능하고 객실마다 인터넷 선 및 홀에서는 pc, 무선인터넷, 와이파이가 가능하다. 마을 용천수가 나오는 곳이 있어 한여름에 시원한 목욕을 즐길 수 있다.",대지 673㎡<br />건축연면적 475.65㎡,38.0,7.0,"스탠다드, 슈페리어, 패밀리룸",010-9744-7768,바비큐장,잔디정원,없음,없음,없음,없음,없음,없음,없음,없음,없음,없음,없음,"객실명:스탠다드
객실크기:12평
객실수:0
기준인원:2최대인원:3
※ 객실 가격 전화문의

비수기주중최소:44000(성수기: 0)
비수기주말최소:50000(성수기: 0)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:Y
테이블:드라이기:Y
객실명:슈페리어
객실크기:24평
객실수:0
기준인원:4최대인원:6
※ 객실 가격 전화문의

비수기주중최소:90000(성수기: 0)
비수기주말최소:90000(성수기: 0)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:Y
테이블:드라이기:Y
객실명:패밀리
객실크기:36평
객실수:0
기준인원:6최대인원:10
※ 객실 가격 전화문의

비수기주중최소:120000(성수기: 0)
비수기주말최소:160000(성수기: 0)
목욕시설:욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:Y
테이블:드라이기:Y
",,False,True,,True,14:00,,14:00,11:00,,11:00,,,
16,토비스콘도 제주,63043,,064-798-8200,제주특별자치도 제주시 애월읍 애월로1길 8,33.4631615996,126.3117312768,"토비스콘도 제주는 '애월'의 한담해변(패들보드, 서핑, 스쿠버, 카약)에 있는 전통 있는 휴양콘도이다.  이곳은 올래길이나 라이딩코스와 이어져 있고 전지훈련, 수학여행, 기업 연수 등의 편리한 입지조건을 가지고 있다.","건평 1283.72㎡<br/>
지상 3층/지하 1층",,118.0,"오션동 : 스탠다드, 디럭스, 스위트패밀리동 : 스탠다드, 디럭스",064-798-8200,"바비큐장, 조식당","편의점, 노래방, 세탁실, 연회장",없음,없음,없음,없음,없음,없음,없음,없음,없음,없음,없음,"객실명:[오션동] 스탠다드(온돌/침대)
객실크기:17평
객실수:0
기준인원:2최대인원:3
※ 위 정보는 2022년 10월에 작성된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
비수기주중최소:110000(성수기: 180000)
비수기주말최소:110000(성수기: 180000)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:Y
테이블:Y
드라이기:Y
객실명:[오션동] 디럭스(온돌/침대)
객실크기:25평
객실수:0
기준인원:4최대인원:5
※ 위 정보는 2022년 10월에 작성된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
비수기주중최소:160000(성수기: 230000)
비수기주말최소:160000(성수기: 230000)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:소파:취사용품:Y
테이블:Y
드라이기:Y
객실명:[오션동] 스위트룸(온돌/침대)
객실크기:43평
객실수:0
기준인원:6최대인원:8
※ 위 정보는 2022년 10월에 작성된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
비수기주중최소:250000(성수기: 400000)
비수기주말최소:250000(성수기: 400000)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:소파:취사용품:Y
테이블:Y
드라이기:Y
객실명:[패밀리동] 스탠다드(온돌/침대)
객실크기:17평
객실수:0
기준인원:2최대인원:3
※ 위 정보는 2022년 10월에 작성된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
비수기주중최소:110000(성수기: 180000)
비수기주말최소:110000(성수기: 180000)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:소파:취사용품:Y
테이블:Y
드라이기:Y
객실명:[패밀리동] 디럭스(온돌/침대)
객실크기:25평
객실수:0
기준인원:4최대인원:5
※ 위 정보는 2022년 10월에 작성된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
비수기주중최소:160000(성수기: 230000)
비수기주말최소:160000(성수기: 230000)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:소파:취사용품:Y
테이블:Y
드라이기:Y
",,False,True,,True,15:00,,15:00,11:00,,11:00,http://jejutovice.com,,
17,라운지하우스 제주다,63528,,064-792-5670,제주특별자치도 서귀포시 안덕면 사계남로50번길 60,33.2232794901,126.2926827266,"라운지하우스 제주다는 힐링이 되는 동남아풍 감성펜션이다. 2020년 1월에 도시어부 촬영지로 알려져 있으며, TV를 잠시 끄고 음악과 함께 책과 함께 좋은 사람들과 이야기를 나누며 시간을 나누고 추억을 나눌 수 있는 곳이다. 별빛이 쏟아지는 잔디에서 바비큐파티를 즐길 수 있다. 사천해변이 걸어서 3분 거리, 마라도 여객선, 산방산, 송악산이 접해 있어 교통이 편리하다.",2층,,5.0,"패밀리룸, 커플룸, 트윈룸, 트리플룸",064-792-5670,,"공동라운지, 미니매점, 바베큐장",없음,없음,없음,없음,없음,없음,없음,없음,없음,없음,없음,"객실명:패밀리룸 : 형제섬
객실크기:40평
객실수:0
기준인원:6최대인원:12
※ 객실요금 전화문의 요망
비수기주중최소:300000(성수기: 0)
비수기주말최소:350000(성수기: 0)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:Y
취사용품:Y
테이블:Y
드라이기:Y
객실명:패밀리룸 : 산방산
객실크기:0평
객실수:0
기준인원:4최대인원:8
※ 객실요금 전화문의 요망
비수기주중최소:200000(성수기: 0)
비수기주말최소:250000(성수기: 0)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:Y
취사용품:Y
테이블:Y
드라이기:Y
객실명:커플룸 : 마라도
객실크기:14평
객실수:0
기준인원:2최대인원:4
※ 객실요금 전화문의 요망
비수기주중최소:80000(성수기: 0)
비수기주말최소:80000(성수기: 0)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:Y
취사용품:Y
테이블:Y
드라이기:Y
객실명:트윈룸
객실크기:14평
객실수:0
기준인원:2최대인원:4
※ 객실요금 전화문의 요망
비수기주중최소:80000(성수기: 0)
비수기주말최소:80000(성수기: 0)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:Y
취사용품:Y
테이블:Y
드라이기:Y
객실명:트리플룸
객실크기:0평
객실수:0
기준인원:3최대인원:4
※ 객실요금 전화문의 요망
비수기주중최소:100000(성수기: 0)
비수기주말최소:120000(성수기: 0)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:Y
취사용품:Y
테이블:Y
드라이기:Y
",,False,True,,True,17:00,,17:00,11:00,,11:00,,사전문의/17~19시,True
18,귤익는마을,63637,,064-787-0543,제주특별자치도 서귀포시 성산읍 신천서로 11,33.3441111157,126.8501205782,"사람과 자연이 어울리는 곳 낭만의 섬 제주에 위치한 귤 익는 마을은 돌담과 감귤 과수원이 자연 그대로 어우러져 있어 마음을 편안하게 해 주고 넓은 잔디마당에 있는 야자수와 철쭉 등이 아기자기한 정원을 이루고 있다. 집의 외부는 서구식 스틸하우스로서 이국적이고 세련된 느낌을 주며 내부는 건강에 좋은 황토로 처리하여 따뜻한 느낌을 준다. 
집 안에는 필수 가전제품을 모두 갖추어 놓았으며 사람과 자동차의 왕래가 드물어서 한적하고 여유롭다. 정원에서는 바비큐 파티를 하고 아이들과 공놀이를 할 수 있다. 또한 바로 옆에 있는 과수원에서 귤나무에 꽃이 피고 열매가 달리고 노랗게 익어가는 모습을 볼 수 있고 수확기가 되면 맛있는 귤을 마음껏 맛볼 수 있다.","본관, 별관",,6.0,"9평형, 10평형, 12평형, 13평형, 20평형",064-787-0543,,"휴게실, 야외주방, 야외화장실",없음,없음,없음,없음,없음,없음,없음,없음,없음,없음,없음,"객실명:[본관] 청강
객실크기:13평
객실수:0
기준인원:2최대인원:8
※ 위 정보는 2021년 10월에 수정된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
비수기주중최소:60000(성수기: 100000)
비수기주말최소:70000(성수기: 100000)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:냉장고:Y
세면도구:Y
소파:취사용품:Y
테이블:Y
드라이기:객실명:[본관] 궁천
객실크기:11평
객실수:0
기준인원:2최대인원:6
※ 위 정보는 2021년 10월에 수정된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
비수기주중최소:50000(성수기: 80000)
비수기주말최소:60000(성수기: 80000)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:냉장고:Y
세면도구:Y
소파:취사용품:Y
테이블:Y
드라이기:객실명:[본관] 다원
객실크기:12평
객실수:0
기준인원:2최대인원:8
※ 위 정보는 2021년 10월에 수정된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
비수기주중최소:60000(성수기: 100000)
비수기주말최소:70000(성수기: 100000)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:냉장고:Y
세면도구:Y
소파:취사용품:Y
테이블:Y
드라이기:객실명:[별관] 흥진 1호
객실크기:20평
객실수:0
기준인원:6최대인원:12
※ 위 정보는 2021년 10월에 수정된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
비수기주중최소:120000(성수기: 200000)
비수기주말최소:150000(성수기: 200000)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:냉장고:Y
세면도구:Y
소파:취사용품:Y
테이블:드라이기:객실명:[별관] 흥진 3호
객실크기:9평
객실수:0
기준인원:2최대인원:3
※ 위 정보는 2021년 10월에 수정된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
비수기주중최소:50000(성수기: 80000)
비수기주말최소:60000(성수기: 80000)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:냉장고:Y
세면도구:Y
소파:취사용품:Y
테이블:Y
드라이기:객실명:[별관] 흥진 2호
객실크기:12평
객실수:0
기준인원:2최대인원:6
※ 위 정보는 2021년 10월에 수정된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
비수기주중최소:60000(성수기: 80000)
비수기주말최소:70000(성수기: 80000)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:냉장고:Y
세면도구:Y
소파:취사용품:Y
테이블:Y
드라이기:",,False,True,,True,15:00,,15:00,12:00,,12:00,,,
19,그림리조트,63150,,064-713-0002,제주특별자치도 제주시 서해안로 620-1(용담삼동),33.5162143194,126.5034939547,제주 그림리조트는 잘 알려진 용담 해안도로에 위치하고 있으며 제주 전 지역을 관광하기에 편리하며 각종 문화생활을 즐길수 있는 위치에 조성된 특급관광 휴양펜션이다.,2층,,29.0,"호텔형, 펜션형",064-713-0002,"BAR, 셀프조식바","야외수영장, 야외바베큐장, 잔디정원",없음,없음,없음,없음,없음,없음,없음,없음,없음,없음,없음,"객실명:커플룸
객실크기:15평
객실수:0
기준인원:2최대인원:3
※ 위 정보는 2022년 4월에 수정된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
비수기주중최소:70000(성수기: 0)
비수기주말최소:80000(성수기: 0)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:Y
테이블:Y
드라이기:Y
객실명:트윈룸
객실크기:20평
객실수:0
기준인원:2최대인원:5
※ 위 정보는 2022년 4월에 수정된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
비수기주중최소:130000(성수기: 0)
비수기주말최소:140000(성수기: 0)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:Y
테이블:Y
드라이기:Y
객실명:스위트룸
객실크기:22평
객실수:0
기준인원:2최대인원:5
※ 위 정보는 2022년 4월에 수정된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
비수기주중최소:130000(성수기: 0)
비수기주말최소:140000(성수기: 0)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:테이블:Y
드라이기:Y
객실명:허니문룸
객실크기:15평
객실수:0
기준인원:2최대인원:3
※ 위 정보는 2022년 4월에 수정된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
비수기주중최소:70000(성수기: 0)
비수기주말최소:80000(성수기: 0)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:테이블:Y
드라이기:Y
객실명:패밀리룸
객실크기:30평
객실수:0
기준인원:5최대인원:10
※ 위 정보는 2022년 4월에 수정된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
비수기주중최소:260000(성수기: 0)
비수기주말최소:260000(성수기: 0)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:Y
테이블:Y
드라이기:Y
객실명:로얄스파룸
객실크기:30평
객실수:0
기준인원:5최대인원:15
※ 위 정보는 2022년 4월에 수정된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
비수기주중최소:270000(성수기: 0)
비수기주말최소:280000(성수기: 0)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:Y
테이블:Y
드라이기:Y
객실명:로얄노천룸
객실크기:30평
객실수:0
기준인원:5최대인원:15
※ 위 정보는 2022년 4월에 수정된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
비수기주중최소:320000(성수기: 0)
비수기주말최소:330000(성수기: 0)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:냉장고:Y
세면도구:Y
소파:취사용품:Y
테이블:Y
드라이기:Y
객실명:골드룸
객실크기:20평
객실수:0
기준인원:2최대인원:5
※ 위 정보는 2022년 4월에 수정된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
비수기주중최소:110000(성수기: 0)
비수기주말최소:120000(성수기: 0)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:테이블:Y
드라이기:Y
객실명:로얄룸
객실크기:20평
객실수:0
기준인원:2최대인원:5
※ 위 정보는 2021년 1월에 수정된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
비수기주중최소:220000(성수기: 240000)
비수기주말최소:240000(성수기: 240000)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:테이블:Y
드라이기:Y
",,False,True,,True,15:00,,15:00,11:00,,11:00,http://www.oceanvill.com,,
20,제주목화휴양펜션,63620,,064-702-4334,제주특별자치도 서귀포시 남원읍 태위로 485,33.275813457,126.6994240677,"아름답고 평화로운 제주도에 와서 연인과 친구와 함께 정말 즐거운 추억을 만들 수 있는 시원한 바닷바람이 있는 제주도 남원에 목화휴양펜션이 있다. 봄에는 대자연의 파릇함이, 여름이면 솔내음과 시원한 바다바람, 가을에는 무르익는 감귤의 달콤함, 그리고 겨울에는 따뜻하고 포근함이 있는 모든 휴양이 가능하다. 가족과 연인 모두에게 소중한 추억과 편안함을 주고 제주여행의 진정한 휴식처로 고객에게 다가가며 소중히 모실 것을 약속한다.",2층,,10.0,"17평형, 20평형, 25평형, 35평형",064-764-7942,카페,"편의점, 공동 세탁실, 공동 취사장",없음,없음,없음,없음,없음,없음,없음,없음,없음,없음,없음,"객실명:라벤더
객실크기:17평
객실수:0
기준인원:2최대인원:4
※ 객실 가격 전화문의 요망
비수기주중최소:70000(성수기: 0)
비수기주말최소:80000(성수기: 0)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:Y
테이블:Y
드라이기:Y
객실명:세이지
객실크기:20평
객실수:0
기준인원:4최대인원:6
※ 객실 가격 전화문의 요망
비수기주중최소:90000(성수기: 0)
비수기주말최소:100000(성수기: 0)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:Y
테이블:Y
드라이기:Y
객실명:쟈스민(원룸/복층)
객실크기:25평
객실수:0
기준인원:6최대인원:8
※ 객실 가격 전화문의 요망
비수기주중최소:120000(성수기: 0)
비수기주말최소:150000(성수기: 0)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:Y
취사용품:Y
테이블:Y
드라이기:Y
객실명:페파민트
객실크기:35평
객실수:0
기준인원:8최대인원:10
※ 객실 가격 전화문의 요망
비수기주중최소:200000(성수기: 0)
비수기주말최소:250000(성수기: 0)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:Y
취사용품:Y
테이블:Y
드라이기:Y
",,False,True,,True,15:00,,15:00,11:00,,11:00,http://www.jejumokhwa.co.kr,,
